course_title,content_duration,price
Basic Graphic Design for PowerPoint,1.0,20.0
Price Action Gap Trading Strategies,1.0,20.0
Straight From Business School: Create Financial Statements,1.0,20.0
Adobe Illustrator T-Shirt Design for Merch by Amazon,1.0,20.0
Advance Unix : File Processing: AWK | GREP | VIM,1.0,20.0
Breakeven Analysis and Pricing,1.0,20.0
Aprende a tocar las escalas en el acordeón de botones.,1.0,20.0
Handle difficult questions the bank manager will ask you,1.0,20.0
Kids Coding - Beginner HTML,1.0,20.0
Create Your First Wordpress Site in Under an Hour,1.0,20.0
Ukulele 2 : Level 1 KEY OF C AND STRUMS,1.0,20.0
HTML FOR BEGINNERS,1.0,20.0
Logo Designing for Your Business in an Hour,1.0,20.0
Finance Fundamentals for Non Finance Leaders,1.0,20.0
Cómo Crear Políticas Contables bajo NIIF para PYMES,1.0,20.0
Creating an animated greeting card via Google Slides,1.0,20.0
Play Violin and Fiddle for beginners - it's fun  - Course 1,1.0,20.0
Curso de guitarra para principiantes.,1.0,20.0
Introduction to Ukulele 1,1.0,20.0
Logo Design Made Easy: Create your own logo in PowerPoint,1.0,20.0
How to create gif animation in photoshop,1.0,20.0
Instant harmonica - play Adele's wonderful 'Hello' today!,1.0,20.0
Stock Markets: How I Became Rich By Changing How I Trade,1.0,20.0
build a solid foundation for trading options,1.0,20.0
Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,1.0,20.0
Simplified Cross Browser Web Testing Using VirtualBox,1.0,20.0
Instant Harmonica - play the great Irish tune Molly Malone!,1.0,20.0
Typography Fundamentals - Feel confident with type!,1.0,20.0
10 Numbers Every Business Owner Should Know,1.0,20.0
Photoshop: Creando elemental de aire,1.0,20.0
Aprende diferentes ritmos con la guitarra rítmica,1.0,20.0
Twitter Bootstrap 2 for Beginners,1.0,20.0
Beginner Guitar Lessons,1.0,20.0
DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,1.0,20.0
Graphic Design: Create Animated GIF Ad Banners in Photoshop,1.0,20.0
Learn to create beautiful web interfaces and logos,1.0,20.0
Asset Protection Using Offshore Companies,1.0,20.0
Photoshop - Creación de Efectos,1.0,20.0
"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",1.0,20.0
Forex Trading -  Learn to Trade Forex Like the Banks,1.0,20.0
Fundamentos de la Tipografía - Para un diseño eficaz,1.0,20.0
Rhythm to Rock Drum Lessons,1.0,20.0
Risk in Forex Transactions - for CA / CS / CFA exams,1.0,20.0
Dash Crypto Currency Technical and Trading Overview Bootcamp,1.0,20.0
Redirect Your Visitors By Country Easily -Wordpress Tutorial,1.0,20.0
Financial Modeling - Build Your Own 3 Statement Projection,1.0,20.0
Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,1.0,20.0
illustrator CC 2015.3 - Curso básico de ferramentas,1.0,20.0
Learn Laravel with Database Migration & Seeding & Faker,1.0,20.0
Desktop Publishing 101: Simplified Editing,1.0,20.0
TechniTrader Leading Hybrid Indicator Trading,1.0,20.0
Decide whether to Invest in a Business ,1.0,20.0
Play Guitar with Rhythm - 5 Easy Lessons,1.0,20.0
Ukulele Lessons For Beginners - Fast Track Your Learning,1.0,20.0
WordPress For Beginners | No Coding Required,1.0,20.0
Step by Step Gif animation in Photoshop,1.0,20.0
Instant Harmonica - play When the Saints on harmonica now!,1.0,20.0
Build a Complete JQuery Plugin (Image Pop-up Dialog),1.0,20.0
Automate Your Finances,1.0,20.0
Install a Wordpress Theme the Correct Way & Charge Others,1.0,20.0
Introduction to Photoshop CC: Tutorials for Beginners,1.0,20.0
Create Single Page Website using Twitter Bootstrap 3,1.0,20.0
JavaScript Basics For Web Developers,1.0,20.0
10.  Bonds and Bond Pricing,1.0,20.0
Indian Contract Act 1872: Must for all Finance Professionals,1.0,20.0
How to Make a Custom Graphic ,1.0,20.0
Aprende a tocar Música Cristiana en el piano y teclado,1.0,20.0
Découvrez InDesign en 1 heure,1.0,20.0
Master The Psychology of Forex & Binary Options Trading,1.0,20.0
Build Financial Models & Value Companies The Easy Way,1.0,20.0
Essentials Of Swing Trading Stocks,1.0,20.0
Working Capital Management for Entrepreneurs,1.0,20.0
Bookkeeping Systems,1.0,20.0
How To Build Your Own Web Banner Design Business,1.0,20.0
Learn PHP Object Oriented Features with Simple Examples,1.0,20.0
Effective Personal Website Building and Hosting,1.0,20.0
Intro to Git,1.0,20.0
How to Design A 2D Character in Illustrator,1.0,20.0
IPO Fundamentals,1.0,20.0
Introducción a la contabilidad,1.0,20.0
Introduction to PHP Slim Microframework,1.0,20.0
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,1.0,20.0
Sublime Text for Rapid Web Development,1.0,20.0
Laravel : CRUD Application Using AJAX In Laravel 5.3,1.0,20.0
Flow Management and Forecasting,1.0,20.0
9. Sinking Funds,1.0,20.0
1. Principles of Simple Interest ,1.0,20.0
Photoshop - Aprende a Transformar Imágenes,1.0,20.0
CFA Level I Workshop 2: Financial Reporting & Analysis I ,1.0,20.0
Eu Funding: Module 2 - Introduction to Horizon 2020,1.0,20.0
Essential Skills for Designers - Adobe Bridge,1.0,20.0
Accounting Basics 101 for Understanding Business,1.0,20.0
Learn SASS: from beginner to expert,1.0,20.0
Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,1.0,20.0
Effective iOS & Android App Icon Design,1.0,20.0
How to Create awesome Cinema-graph With Adobe Photoshop?,1.0,20.0
Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,1.0,20.0
The most popular techniques in Photoshop,1.0,20.0
How To Create A WordPress Website Without Paying A Developer,1.0,20.0
T-Shirt Sales - Merch By Amazon Profit Formula With Canva,1.0,20.0
Easy Piano - learn and play along,1.0,20.0
Technical Charting,1.0,20.0
Build A Professional Wordpress Website In An Hour,1.0,20.0
CFA Level I Workshop 1: Ethics and Quantitative Methods,1.0,20.0
Rhythm to Rock Drum Lessons 2,1.0,20.0
Introducción al retrato realista con Photoshop,1.0,20.0
Learn Adobe Illustrator and Premiere Pro in 1 hour,1.0,20.0
Getting Started on the Acoustic Guitar,1.0,20.0
Getting Started with Power Chords,1.0,20.0
Learn To Play Guitar Complete Beginners Quick Start,1.0,20.0
How to design professional PowerPoint business presentation,1.0,20.0
Top 10 Trading Ideas in the Equities Market,1.0,20.0
Accounting for Depreciation (Collage Level),1.0,20.0
Learn Inkscape : Design Logos and Game Arts,1.0,20.0
How to create awesome website and e-commerce in 1 hour,1.0,20.0
Instant Harmonica – play Beethoven’s Ode to Joy right now!,1.0,20.0
Creating an animated greeting card via Google Slides,1.0,20.0
Instant Harmonica - play Dylan's Blowing in the Wind today!,1.0,20.0
Financial Modelling for entrepreneurs,1.0,20.0
Bossa Nova - Guitar for Beginners,1.0,20.0
Crash Course on Working Capital Management,1.0,20.0
Swing Low - The 101 Authentic Nashville Piano Style Course,1.0,20.0
Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),1.0,20.0
Precious Metal Equities,1.0,20.0
CFA Level I Workshop 3: Financial Reporting & Analysis II,1.0,20.0
Guitar - Rock - Beginner with Marc Seal,1.0,20.0
Uso Básico de Adobe Photoshop,1.0,20.0
Text based Logo Design for Business Using Adobe Photoshop,1.0,20.0
Financial analysis: Compare performance of companies,1.0,20.0
Portfolio Management for CA / CS / CFA exams,1.0,20.0
Develop Your First App in an Hour,1.0,20.0
Optimize! Make Best Decisions with Microsoft Excel,1.0,20.0
Step by Step Tabla Course- Indian Drums,1.0,20.0
Rhythm to Rock Drum Lessons 3,1.0,20.0
Create a PHP Contact Form in Bootstrap,1.0,20.0
"Double Your Salary With Free, Local, Job Training Courses",1.0,20.0
Responsive Html5 Theme Development,1.0,20.0
Beginners Guide To Ichimoku Trading,1.0,20.0
Cost Accounting Operating Costing(Professional Course Level),1.0,20.0
"Buying, Selling, and Storing Precious Metal",1.0,20.0
MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,1.0,20.0
Turn your animated greeting card carousel into a music video,1.0,20.0
Photoshop the Art of Clipart,1.0,20.0
Node.js: The Essentials + API Frameworks Express KOA Sails,1.0,20.0
Learn BuddyPress: Build A Social Network with WordPress,1.0,20.0
16 Guitar Chords to Jam With - (Beginner - Intermediate),1.0,20.0
Stock Trading Strategies Using a D.A.R.T.,1.0,20.0
カードゲームでカンタンに理解する！経済とお金のキホン,1.0,20.0
Professional Trading - Consistent Profits with Low Risk!,1.0,20.0
Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,1.0,20.0
Podcast Cover Art | Design Like the Best,1.0,20.0
How to Create Your Personal Budget,1.0,20.0
Affinity Designer - making seamless patterns,1.0,20.0
Photoshop Quickstart Guide to Digital Sketching,1.0,20.0
Adobe - Create a professional logo step-by-step (Farming),1.0,20.0
An Easy Introduction to Adobe Photoshop,1.0,20.0
Instant Harmonica - play the Irish tune Whiskey in the Jar!,1.0,20.0
Accounting Cycle: Learn the concepts in 60 minutes,1.0,20.0
Rhythm to Rock Drum Lesson 5,1.0,20.0
Poldark TV series Soundtracks for Piano-Quicklessons,1.0,20.0
Morphing  with After Effect : Everything you need to know,1.0,20.0
The Art of Logo Design : Everything You Need to Know,1.0,20.0
Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,1.0,20.0
Violin lessons for beginners,1.0,20.0
Create an Engaging Website with Twitter Bootstrap 2.x,1.0,20.0
Adventure Capital: How to pay off debt ,1.0,20.0
Learn About Trading Options from a real wallstreet trader,1.0,20.0
Financial Accounting Plus Excel and SAP Crash Course.,1.0,20.0
Instant Harmonica - play The Lion Sleeps Tonight - today!,1.0,20.0
Forex - Price action Reversal Strategy,1.0,20.0
Foundation of Options Trading and Investing,1.0,20.0
こどもギターレッスン　リトルギタリストⅢ（完結編）,1.0,20.0
Make your own great designs in PowerPoint: Quick & Easy,1.0,20.0
"Depreciation, Amortization and Depletion",1.0,25.0
Creating Animations using HTML5 Canvas,1.0,25.0
"How to Get Growing, Passive Income from the Fortune 500!",1.0,25.0
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,1.0,25.0
SASS - Beginner Crash Course,1.0,25.0
T-Shirt Design Workshop 01: Foundation,1.0,25.0
Website Builder Software Previews,1.0,25.0
Wordpress Essentials: Useful Plugins,1.0,25.0
The 7 fundamentals to Successful Cashflow Management,1.0,25.0
Learn HTML - The programming language to build a webpage!,1.0,25.0
Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,1.0,25.0
JavaScript : JavaScript Awesomeness,1.0,25.0
Intro to Photoshop for Merch by Amazon,1.0,25.0
Silhouettes that Sells,1.0,25.0
Illustrated Logo Design,1.0,25.0
Beginner Acoustic Guitar Lessons,1.0,25.0
Add realistic car paint to your pencil drawing in Photoshop!,1.0,25.0
Enhance your chroma key with an animated Slides background,1.0,25.0
How To Setup a Micro-Blog in 3 Easy Steps,1.0,25.0
A Complete Guide to Becoming a Trader on the Forex Market,1.0,25.0
Accounting Standard 3 - An Analysis,1.0,25.0
Free Ways to Create Passive Income Online,1.0,25.0
Understanding Financial Statements,1.0,25.0
Beginner's Guide to Book Cover Designing.,1.0,25.0
Graphic Design: Beginner's Graphic Design Guide to Photoshop,1.0,25.0
WordPress Look and Feel with Themes,1.0,25.0
Financial Management Capital Market Instruments,1.0,25.0
Black Scholes Option Pricing Model,1.0,25.0
:::Beginners Guide To Creating Amazing Images with Canva:::,1.0,25.0
Photoshop - Creación de Efectos 2,1.0,30.0
How to speak Pianish (beginner level),1.0,30.0
How To Play The Djembe: For Beginners,1.0,30.0
Filing with Companies House UK,1.0,30.0
How to Build an Autocomplete System Like Google,1.0,30.0
Bagpipe Instruction For Beginners,1.0,30.0
Bookkeeping made simple,1.0,30.0
JavaScript For Absolute Beginners - Level Two,1.0,30.0
Instant Bodhran - part one; learn the basics of drumming now,1.0,30.0
Surpassing Your Kickstarter Goals,1.0,30.0
Learn To Build A Google Map App Using Angular 2,1.0,30.0
Take Control By Learning The Stock Market Now,1.0,30.0
Practice guitar with no previous experience and become a pro,1.0,30.0
Advanced Prezi: Make Amazing Presentations ,1.0,30.0
How To Create Amazing Cinemagraphs with Microsoft PowerPoint,1.0,30.0
Financial Model Basics: Build a model from start to finish,1.0,30.0
Interiores Sostenibles 101,1.0,30.0
Trading: How Transformative Learning Drives Expertise,1.0,30.0
Photoshop - Composição vintage,1.0,30.0
Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,1.0,30.0
Four Fundamentals of Financial Planning,1.0,30.0
Creating Icons with Adobe Illustrator,1.0,30.0
Beginner Level Popular Piano Program - Month 1,1.0,30.0
Advanced Features in Adobe Illustrator,1.0,30.0
Typography: Learn the Basics to Build a Solid Foundation,1.0,35.0
Building Financial Statements in Excel,1.0,35.0
Introduction to bookkeeping and Accounting,1.0,35.0
Professional Bookkeeping & Accounting 4:Trial Balance & More,1.0,35.0
How to Draw Majestic Animals: Dogs,1.0,35.0
How to Draw Majestic Animals: Cats,1.0,35.0
"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",1.0,35.0
Adobe Experience Manager CMS Basics,1.0,35.0
Play music on Harmonica using 8 notes - learn easy tunes!,1.0,35.0
A Practical Guide to Wealth Creation,1.0,35.0
Learn How to Play CashFlow Game,1.0,35.0
Accounting for everyone! ,1.0,35.0
Email Marketing: Send Unlimited Emails via Own Mail Server,1.0,35.0
"Basic Concepts of Web Development, HTTP and Java Servlets",1.0,35.0
Learn HTML in 59 Minutes - Your intro to front-end dev,1.0,35.0
Excel 4 Accounting & Bookkeeping - Master Lookup Functions,1.0,35.0
How To Play Guitar - For Absolute Beginners,1.0,35.0
Mantenimiento y octavación para guitarras eléctricas,1.0,35.0
How to Create Top Ranking Mobile App Icons - iOS Edition,1.0,35.0
Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,1.0,35.0
ASP :basics for beginners,1.0,35.0
PHP For WordPress Development,1.0,35.0
Learn print production from start to finish,1.0,35.0
Fundraise the Simplified Way: A Crowdfunding Blueprint,1.0,35.0
Flexbox: The complete guide,1.0,35.0
Create a Client Network by Hosting WordPress Sites,1.0,35.0
Aprenda a Investir no Tesouro Direto Passo a Passo,1.0,35.0
Professional Bookkeeping and Accounting 3: Double Entry ,1.0,35.0
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",1.0,40.0
Instant Harmonica - play 12 bar blues Big Walter style now!,1.0,40.0
Instant Harmonica - play 'I just called to say I love you',1.0,40.0
Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,1.0,40.0
Instant Harmonica - play Summertime in 8 fun & easy lessons,1.0,40.0
Instant Harmonica - play 'Can't Help Falling in Love' now!,1.0,40.0
Coding Made Easy: A Beginners Guide To JavaScript,1.0,40.0
WordPress Plugins and Widgets,1.0,40.0
Instant Harmonica - play Scarborough Fair in 8 easy lectures,1.0,40.0
Instant Harmonica - play the groovy Beatles Yesterday today!,1.0,40.0
Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,1.0,40.0
Instant Harmonica - play Somewhere Over the Rainbow now!,1.0,40.0
Ethereum Course for Investors,1.0,40.0
Instant Harmonica - play Amazing Grace with grace and ease!,1.0,40.0
Illustrator 101: Learn Quickly and Easily to create Artwork,1.0,40.0
UK Tax Returns with HMRC,1.0,40.0
Mastering Countertrend Trading : High Profit Trading Pattern,1.0,40.0
Instant Bodhran - part two; learning further drumming skills,1.0,40.0
Learn to Trade Forex Naked Price Action Wammie Trade,1.0,40.0
Basics of Trading,1.0,40.0
Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,1.0,40.0
Instant Harmonica - play the groovy Irish Washerwoman now!,1.0,40.0
Collection of Advanced Options concepts for Options traders,1.0,40.0
Piano for Complete Beginners: Learn your first song today!,1.0,40.0
Learn to play and improve 12 bar blues harmonica solos,1.0,40.0
Start Your Own Forum Website in 15 Minutes ,1.0,40.0
Instant Harmonica - play this classic 8 bar blues tune!,1.0,40.0
Instant harmonica - play Auld Lang Syne the neet (tonight)!,1.0,40.0
Tenor Banjo,1.0,40.0
Instant Harmonica - play the Irish anthem Danny Boy today!,1.0,40.0
How to play in a local Irish music session with confidence,1.0,40.0
Learn Effective HTML in No Time!,1.0,40.0
Instant Harmonica - play this classic GAME OF THRONES theme!,1.0,40.0
Intermediate Options trading concepts for Stocks and Options,1.0,40.0
"Learn to Play 'Let It Snow on Piano""",1.0,40.0
Learn to invest in the Stock Market,1.0,40.0
Illustrative Surface Patterns Design : From Life To Products,1.0,40.0
Bootstrap :basics for beginners,1.0,40.0
XML XSLT - Crash Course for Beginners,1.0,45.0
Chief Wealth Officer,1.0,45.0
Create Ajax Chat App with PHP & Mysql,1.0,45.0
Learn How To use Channels to find amazing Forex Entries,1.0,45.0
AngularJs :basics for beginners,1.0,45.0
HTML Forms For Beginners: A Basic Introduction  ,1.0,45.0
Bulletproof Personal Finance: Expert Asset Allocation,1.0,45.0
Work From Home Online (Part/Full) : Trade Forex 4 Beginners,1.0,45.0
3 documentos clave para administrar tu empresa con éxito,1.0,45.0
Fun Ukulele Strumming Course,1.0,45.0
XML XQuery - Crash Course for Beginners,1.0,45.0
XML DTD - Crash Course for Beginners,1.0,45.0
Guitar - Blues Guitar for Beginners,1.0,45.0
Learn to play guitar and sing at the same time,1.0,45.0
The Complete Position Trading Course: Position Trading Stock,1.0,45.0
Easy Typography Tips to Beautify and Strengthen Your Work,1.0,45.0
Learn all Piano Chords in all Piano Scales with logic,1.0,45.0
Crash Course - Learn to Create a PHP MVC Framework,1.0,50.0
Learn to Trade Forex Big U-Turn Trade,1.0,50.0
Learn Piano Online-A Quiet Solace Piano Solo,1.0,50.0
Photoshop CC Training - Creating Fantastic Album Cover Art,1.0,50.0
Walking Bass - Quick Start Guide,1.0,50.0
"Using 'The Greeks To Understand Options""",1.0,50.0
Double Entry Bookkeeping,1.0,50.0
Curso de ejercicios técnicos al piano Vol.2,1.0,50.0
Learn Adobe Photoshop in 1 Hour,1.0,50.0
5 Exotic Guitar Scales and How to Use Them Effectively,1.0,50.0
Learn Piano Online-Ambiance Piano Solo,1.0,50.0
Forex Trading for Beginners - Basics,1.0,50.0
System of Asset Management for Professionals (SAMP),1.0,50.0
Introduction to Day Trading,1.0,50.0
Gestalt Principles & Pattern Design : Create Festive Pattern,1.0,50.0
Fundamentals of Character Design: From Concept to Vector,1.0,50.0
AngularJS For ASP.NET MVC Developers,1.0,50.0
Introduction to Accounting : Mastering Financial Statements,1.0,50.0
Stock Market - Swing Trading Strategies for Wall Street,1.0,50.0
Use the Magic Multiple Moving Average Forex Trading system,1.0,50.0
Virtual Piano Lessons - A New Way To Learn Piano,1.0,50.0
Logo Design By Example : Design 5 Famous Logos,1.0,50.0
Professional Trader's Mindset - Complete Forex Course,1.0,50.0
Curso de Didgeridoo nivel principiante,1.0,50.0
"Build Your Own Calculator App with Javascript, HTML5 & CSS",1.0,50.0
Learn to play the Bouzouki - Greek Bouzouki Lessons,1.0,50.0
The Best Beginner Guitar Course Ever,1.0,50.0
Introductory To HTML and CSS,1.0,50.0
Finalize Production Files | Photoshop Illustrator InDesign,1.0,50.0
La costruzione del budget di una proposta comunitaria,1.0,50.0
Guitar - 12  Strumming Patterns You Must Know For Guitar,1.0,50.0
Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,1.0,50.0
Piano Technique Exercises Vol.1,1.0,50.0
How to Build a CMS with PHP,1.0,50.0
Earn and Learn to create Logo designs in Illustrator quickly,1.0,50.0
Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,1.0,50.0
Stock Trading with this Strategy,1.0,50.0
How To Play Guitar - Everything You Need To Know To Start,1.0,50.0
Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,1.0,50.0
Guitar Strumming 101 - Have More Fun Playing Songs You Love,1.0,50.0
Playing Piano: Scales and Arpeggios Vol.I : Major keys,1.0,50.0
The Holy Grail of Auto Trading Forex Futures Stocks Revealed,1.0,50.0
Forex Trading System: Correlation EUR/GBP vs GBP/USD,1.0,50.0
Budget preparation for an EU project proposal,1.0,50.0
Trading Tips from Hedge Fund Manager,1.0,50.0
Boost your website speed without any coding!,1.0,50.0
Create a classified website in 2 hours - guaranteed,1.0,50.0
How do I Create a Stylized Graphics from Images in Photoshop,1.0,50.0
Professional Web Scraping with Java,1.0,50.0
Guitar: Master The Guitar Fretboard In 6 Easy Steps,1.0,55.0
WordPress local server setup and site migration online,1.0,55.0
Series 7: Intermediate Options,1.0,55.0
Ukulele lernen für Papas mit Bruder Jakob,1.0,55.0
Create a Majestic Bear on Adobe Illustrator,1.0,55.0
A Guide To Trade Binary Options Like An Expert,1.0,55.0
TRADING: 5K CHALLENGE,1.0,55.0
Introduction to Node.js Development,1.0,55.0
Guitar: The Next Level,1.0,55.0
Learn Adobe Illustrator CC - All Essentials In 1 Hour!,1.0,55.0
Technical Analysis Using Elliott Wave Theory,1.0,60.0
Master Iron Condors - Double the credit for half the risk,1.0,60.0
"Get to know the VIX Index (aka 'The Fear Index)""",1.0,60.0
Weekly Options and study of Options expiration dynamics,1.0,60.0
Learn the Forex Naked Price Action Pogo Trade,1.0,60.0
Master Calendar Spreads with this live trade on Gold (GLD),1.0,60.0
Texturing For Designers - Bring Life to Design With Textures,1.0,60.0
Learn to Trade the Stock Market without Blowing Your Profits,1.0,60.0
Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,1.0,60.0
Introduction to Accounting - Analyzing Financial Statements,1.0,60.0
Learn Piano Online-In the Garden Piano Solo,1.0,60.0
Covered Calls - Powerful Income Strategy for Stock Traders,1.0,60.0
The Advantages of ETF Options and Index Options Trading,1.0,60.0
Advanced Butterfly Spreads for Options Income Strategies,1.0,60.0
Investing And Trading For Beginners: Mastering Price Charts,1.0,65.0
How to create Paypal and Credit card Payment Buttons,1.0,65.0
Css Positioning For Absolute Beginners: A Basic Introduction,1.0,65.0
#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,1.0,65.0
JSON For Beginners: A Very Basic Introduction,1.0,65.0
"Discover the fun of Spoon playing, a beginners course",1.0,65.0
jQuery For Beginners : A Basic Introduction,1.0,65.0
Learn To Trade The Forex Naked Price Action Acapulco Trade,1.0,70.0
Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,1.0,70.0
Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,1.0,70.0
Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,1.0,70.0
Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,1.0,70.0
Blues Master - Professional Techniques Piano Course,1.0,75.0
XML For Absolute Beginners: Learn to create your own tags,1.0,75.0
Bootstrap 4: Exploring New Features,1.0,75.0
#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,1.0,75.0
#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,1.0,75.0
Business finances,1.0,75.0
Photo Manipulation: Master Photo Editing,1.0,75.0
Learn Web Scraping with Node.js,1.0,75.0
Blues Master - Advanced Techniques Piano Course,1.0,75.0
Complete JQuery And JQuery UI Course For Beginner,1.0,80.0
Adobe InDesign Tips and Tricks,1.0,80.0
Course Bundle | Exploring Art : Silhouette & Linear Line Art,1.0,80.0
Create Animated Gif Advertising Banners in Photoshop CC,1.0,85.0
Teeter-Totter Accounting,1.0,90.0
Elliott Wave -Forex Trading With The Elliott Wave Theory,1.0,90.0
Stock Options Trades Using Interactive Brokers,1.0,95.0
Fundraising 101,1.0,95.0
Professional Forex Strategy+2 weeks for FREE trading alerts,1.0,95.0
BUSINESS CARD DESIGN IN POWERPOINT,1.0,95.0
Stock Trading: Insider Tips For Determining Market Direction,1.0,95.0
WordPress Domination #2: Leads & Scarcity,1.0,95.0
Options Trading Foundation: Your journey to competency...,1.0,95.0
Using Xero for your bookkeeping needs  do beautiful business,1.0,95.0
Mergers and Acquisitions M&A Essentials You Need to Know,1.0,95.0
Stencil - Simple Graphic Design For Entrepreneurs,1.0,95.0
Fix Google's New 'Not Secure' Warning with Let's Encrypt!,1.0,95.0
LOGO DESIGN IN POWERPOINT,1.0,95.0
Learn JSON with JavaScript Objects and APIs in 1 hour,1.0,95.0
JavaScript for beginners in 1 hour,1.0,95.0
For Free - Deploy Quickly Spring Boot on Heroku With MySQL,1.0,95.0
Analysis and Evaluation of Economic Feasibility of Projects,1.0,100.0
Word Swag : Create Stunning Images with the Word Swag App,1.0,100.0
Sell Courses On Your Own Website - No Coding Required!,1.0,100.0
Play Thousands of Songs On The Guitar | Cheater Chords,1.0,100.0
Learn CSS Transition and Animation ,1.0,100.0
Stock Trading Essentials for Day Traders,1.0,100.0
Accounting: Get Hired Without Work Experience,1.0,100.0
Learn HTML 5 in 1 hour,1.0,100.0
The Piano Chord Ladder | Learn to Play Thousands of Songs,1.0,100.0
1 hour jQuery,1.0,100.0
How to Design a Logo in Adobe Illustrator,1.0,100.0
Practical Film Financing: Finding & Pitching Investors,1.0,100.0
Forex how traders beat the markest with little experience,1.0,100.0
1 Hour CSS,1.0,100.0
Kids Coding - Beginners CSS,1.0,100.0
Logo Portfolio in 1 Hour in Wordpress,1.0,100.0
Financial Ratios Using Excel,1.0,100.0
Learn Object Oriented Programming PHP fundamentals bootcamp,1.0,100.0
JQuery Basics - Learn JQuery From Scratch,1.0,100.0
Options Trading - How to Win with Weekly Options,1.0,115.0
Ultimate Css & JQuery Form Designing From Beginner to Expert,1.0,115.0
"HTML5, CSS3 And JavaScript Fundamentals 2016",1.0,115.0
Twitter Integration customize Tweets with developer API,1.0,115.0
Kindle eBook Cover Design and Book Illustration Guide,1.0,120.0
TRADING PSYCHOLOGY: Trading Mindset Mastery,1.0,120.0
مدخل في أساسيات الفوطوشوب للمبتدئين فقط,1.0,120.0
The Blueprint for Successful Stock Trading,1.0,120.0
Basics of Mutual Funds for CA / CMA / CS / CFA Exams,1.0,125.0
Investing in stocks: Avoid stock market loss,1.0,125.0
Photoshop Avançado - Pós Produção e fusão com 3D,1.0,135.0
How to Consistently Win Trading Stocks in 30 Days or Less,1.0,145.0
Create Trading Robot Without Coding Skills!,1.0,145.0
Develop Competitive Plugins for WordPress and WooCommerce,1.0,150.0
The Cuckoo Strategy to get European Funding,1.0,160.0
Forex Trading for Beginners Vol 1:A Forex Course Made Simple,1.0,175.0
How to Doodle: Basics and Lettering,1.0,185.0
Getting Started with NodeJS for Beginners,1.0,195.0
How to Trade Binary Options Effectively – All Levels,1.0,195.0
Investing: How to Fix Hidden Flaws Inside Your Portfolio,1.0,195.0
How To Create A Low Poly Portrait With The Pen Tool,1.0,195.0
Inkscape 101 for Beginners - Design Vector Graphics,1.0,195.0
Learn jQuery AJAX in 1 hour,1.0,195.0
FOREX Trading with Price Action,1.0,195.0
Profit During Crashing Markets: A Step-by-Step Guide,1.0,195.0
"Binary Options: Trading Strategies, 90% Accuracy and Signals",1.0,195.0
How to Start Investing: Made Simple and Easy,1.0,200.0
Pin Bars: The Most Powerful Forex Trading Signal,1.0,200.0
调色中级课程,1.0,200.0
调色高级讲解,1.0,200.0
Succeed in Bonds Even if You Don't Know Where to Start,1.0,200.0
How to become an App Developer,1.0,200.0
4 Easy Daily Forex Trades: A Recipe for Trading Success,1.0,200.0
How to Buy Cheap Options - Options Trading Pricing Model,1.0,200.0
Leaps Options Trading System - Diagonal Leaps Options Spread,1.0,200.0
Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,1.0,200.0
Suonare la Chitarra,1.0,200.0
The Almost Perfect Options Trading Strategy System - Unique,1.0,200.0
The Only Investment Strategy You Need For Your Retirement,1.0,200.0
Straddle Options Trading - Profit in Any Market Direction,1.0,200.0
Rapid Website Design with Bootstrap,1.0,200.0
Learn to Play Piano From a Concert Pianist - For Beginners,1.0,200.0
The Ultimate Fibonacci Trading Plan for Forex and Stocks,1.0,200.0
Learn How To Trade Gold In 2017,1.0,200.0
