course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,subject,level,content_duration,subject
1222836,Case Studies in Macro Economics,https://www.udemy.com/case-studies-in-macro-economics/,True,50,114,1,22,Business Finance,Beginner Level,4.0,Business Finance
462474,Business Banking 101,https://www.udemy.com/business-banking-101/,True,25,132,3,14,Business Finance,All Levels,1.5,Business Finance
324656,Forex Trading,https://www.udemy.com/how-to-trade-forex/,True,95,136,14,25,Business Finance,All Levels,4.5,Business Finance
1232382,Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,True,50,1,0,9,Business Finance,Intermediate Level,1.5,Business Finance
192576,Certificate Program In Management Accounting,https://www.udemy.com/management-accounting/,True,50,1532,7,24,Business Finance,All Levels,6.0,Business Finance
707688,Learn How to Start Small and Make It Big In Small-Cap Stocks,https://www.udemy.com/small-cap-stocks/,True,50,2635,13,29,Business Finance,Beginner Level,2.0,Business Finance
297762,Build a Trading Comps Valuation Model,https://www.udemy.com/build-a-trading-comps-valuation-model/,True,50,1032,60,55,Business Finance,All Levels,7.0,Business Finance
334820,Learn to Pick the Right Stock Broker Account,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,True,40,1102,3,14,Business Finance,Beginner Level,0.56666666,Business Finance
1153854,"Working Capital assessment for bankers, credit analysts",https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,True,20,4,0,29,Business Finance,Beginner Level,7.0,Business Finance
479688,Cost Accounting Labour Costing (Professional Course Level),https://www.udemy.com/labour-costing/,True,20,1542,1,24,Business Finance,All Levels,2.0,Business Finance
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,True,145,1433,169,15,Business Finance,Intermediate Level,1.0,Business Finance
815482,Stock Technical Analysis with Python,https://www.udemy.com/stock-technical-analysis-with-python/,True,50,409,35,46,Business Finance,All Levels,8.0,Business Finance
587232,Simple Linear Regression Analysis ( A Complete Course ),https://www.udemy.com/macro-economic-concepts/,True,200,811,5,29,Business Finance,All Levels,1.5,Business Finance
698278,Financial Statements Analysis: Learn to Invest Like a Pro!,https://www.udemy.com/financial-statements-and-ratios-for-beginner-investors/,True,50,1237,54,35,Business Finance,Beginner Level,2.5,Business Finance
1058852,Learn to trade using technical analysis,https://www.udemy.com/learn-to-trade-using-technical-analysis/,True,50,0,0,6,Business Finance,Intermediate Level,0.53333336,Business Finance
754156,Aktiver Vermögensaufbau mit ETF,https://www.udemy.com/aktiver-vermoegensaufbau/,True,20,112,18,33,Business Finance,Beginner Level,2.0,Business Finance
411778,Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,True,20,1589,26,42,Business Finance,Intermediate Level,1.5,Business Finance
471588,Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,True,50,701,12,37,Business Finance,All Levels,5.5,Business Finance
42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,True,60,607,55,16,Business Finance,Intermediate Level,2.0,Business Finance
337320,Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,True,105,2987,23,19,Business Finance,All Levels,2.0,Business Finance
372234,Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,True,30,4601,38,14,Business Finance,Intermediate Level,4.0,Business Finance
739390,Financial Planning & Analysis: Building a Company's Budget,https://www.udemy.com/financial-planning-analysis-building-a-companys-budget/,True,150,1988,137,27,Business Finance,All Levels,1.5,Business Finance
489146,Practical Finance,https://www.udemy.com/practical-finance/,True,20,4497,281,11,Business Finance,All Levels,1.0,Business Finance
528488,Introduction to Equity Markets,https://www.udemy.com/introduction-to-equity-markets/,False,0,4770,64,31,Business Finance,Beginner Level,6.5,Business Finance
309854,How to invest in Russian equity market,https://www.udemy.com/how-to-invest-in-russian-equity-market/,True,30,3,0,12,Business Finance,Intermediate Level,1.5,Business Finance
189160,Financial Analysis:  A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,False,0,19614,635,14,Business Finance,All Levels,1.5,Business Finance
178776,Fixed Income Securities,https://www.udemy.com/fixed-income-securities/,True,50,739,54,24,Business Finance,All Levels,4.5,Business Finance
323828,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,True,20,323,30,11,Business Finance,Intermediate Level,0.6166667,Business Finance
923184,Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,True,200,494,16,19,Business Finance,All Levels,1.0,Business Finance
178602,Capital Market Road Map,https://www.udemy.com/capital-market-road-map/,True,50,495,47,21,Business Finance,All Levels,4.0,Business Finance
100526,Winning Options Trading System,https://www.udemy.com/winning-options-trading-system/,True,105,367,11,24,Business Finance,All Levels,7.5,Business Finance
774174,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,https://www.udemy.com/bitcoin-podcast/,False,0,10670,444,15,Business Finance,All Levels,1.0,Business Finance
364566,MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,https://www.udemy.com/time-value-of-money/,True,180,3667,4,460,Business Finance,All Levels,43.5,Business Finance
86558,The Art Of Financial Valuation With Certificate,https://www.udemy.com/learn-how-to-think-like-a-financier-leadership-in-finance/,True,20,3372,12,12,Business Finance,All Levels,2.0,Business Finance
548044,Corporation Tax Returns UK,https://www.udemy.com/corporation-tax-returns-uk/,True,50,100,23,25,Business Finance,All Levels,2.0,Business Finance
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,True,70,288,9,13,Business Finance,Intermediate Level,1.0,Business Finance
796486,Super Fast Accounting - the fastest way to do your books,https://www.udemy.com/super-fast-accounting/,True,25,129,21,8,Business Finance,Beginner Level,0.56666666,Business Finance
986034,Technical Analysis Using Elliott Wave Theory,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,True,60,217,7,16,Business Finance,All Levels,1.0,Business Finance
418732,Hedge Fund Trading System,https://www.udemy.com/hedge-fund-trading-system/,False,0,8985,584,12,Business Finance,All Levels,1.0,Business Finance
994666,Intro to Impact Investing,https://www.udemy.com/intro-to-impact-investing/,True,200,44,4,12,Business Finance,Beginner Level,0.53333336,Business Finance
1016996,Introduction to Corporate Finance (Mergers & Acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,False,0,2080,83,30,Business Finance,Beginner Level,1.5,Business Finance
1215926,Kickstarter success in 5 easy steps,https://www.udemy.com/kickstarter-success-in-5-easy-steps/,True,20,0,0,12,Business Finance,All Levels,0.51666665,Business Finance
662318,Learn Quickbooks to maintain books properly,https://www.udemy.com/learn-quickbooks-to-maintain-books-properly/,True,20,241,5,26,Business Finance,Beginner Level,2.5,Business Finance
250902,Nest Egg Investing,https://www.udemy.com/nest-egg-secrets/,True,45,6,0,12,Business Finance,Beginner Level,2.0,Business Finance
1076920,Stock Market investment: Practical Accounting,https://www.udemy.com/stock-market-investment-practical-accounting/,True,125,1120,6,43,Business Finance,Beginner Level,3.0,Business Finance
42643,Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,True,60,1338,139,7,Business Finance,Expert Level,1.0,Business Finance
196620,Como Investir em Ações para Iniciantes,https://www.udemy.com/como-investir-em-acoes-para-iniciantes/,False,0,6024,890,18,Business Finance,All Levels,1.0,Business Finance
146454,2. Principles of Simple Interest - advanced problems,https://www.udemy.com/principles-of-simple-interest-advanced-problems/,True,20,10,1,12,Business Finance,Intermediate Level,1.5,Business Finance
436488,Futures/Commodity Trading,https://www.udemy.com/futurestrading/,True,50,472,34,23,Business Finance,All Levels,5.5,Business Finance
706670,FOREX : Learn Technical Analysis,https://www.udemy.com/learn-technical-analysis-from-beginner-to-pro/,True,200,1199,37,79,Business Finance,All Levels,18.0,Business Finance
774570,Professional Bookkeeping & Accounting 4:Trial Balance & More,https://www.udemy.com/professional-bookkeeping-accounting-4trial-balance-more/,True,35,83,8,21,Business Finance,All Levels,1.0,Business Finance
714188,"Fixed Income Valuation and Analysis, CFA L2",https://www.udemy.com/fixed-income-simplified-for-cfa-l2/,True,20,50,6,12,Business Finance,All Levels,3.0,Business Finance
815672,Finanzas Personales para Vivir Libre de Deudas,https://www.udemy.com/finanzas-personales-para-vivir-libre-de-deudas/,True,75,76,13,77,Business Finance,Beginner Level,6.0,Business Finance
1153876,"Term Loan Appraisal for bankers, credit analysts",https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,True,20,11,2,28,Business Finance,Beginner Level,6.5,Business Finance
1006314,Financial Modeling for Business Analysts and Consultants,https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/,True,45,2174,74,51,Business Finance,Intermediate Level,2.5,Business Finance
1214702,Three Steps Trading - Live Trading - Real Account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,True,190,1197,11,46,Business Finance,All Levels,5.0,Business Finance
352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,True,95,739,28,45,Business Finance,All Levels,2.0,Business Finance
552504,Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,True,40,617,44,55,Business Finance,All Levels,4.5,Business Finance
876646,Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,True,120,973,15,28,Business Finance,All Levels,2.5,Business Finance
1122146,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,True,200,1033,2,31,Business Finance,Beginner Level,1.5,Business Finance
602032,Ultimate Stock Market Investing: Learn How to Value Stocks,https://www.udemy.com/stock-investing/,True,50,1519,40,46,Business Finance,All Levels,3.5,Business Finance
385604,Introduction to Financial Consolidation under IFRS,https://www.udemy.com/introduction-to-financial-consolidation-under-ifrs/,True,25,21,3,8,Business Finance,All Levels,1.5,Business Finance
570844,Learn Basic Concepts of Economics Step by Step - Complete,https://www.udemy.com/introduction-to-economics-for-beginners/,True,150,2801,6,25,Business Finance,All Levels,1.5,Business Finance
1057040,Teeter-Totter Accounting,https://www.udemy.com/teeter-totter-accounting/,True,90,0,0,12,Business Finance,Beginner Level,1.0,Business Finance
1005312,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,True,20,7183,819,14,Business Finance,Beginner Level,1.0,Business Finance
45139,"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,True,60,727,64,9,Business Finance,All Levels,1.0,Business Finance
567070,Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,True,50,4034,8,40,Business Finance,Intermediate Level,3.0,Business Finance
988804,7 Steps: Your Introduction to Trading,https://www.udemy.com/7-steps-your-introduction-to-trading/,True,25,1076,22,176,Business Finance,Beginner Level,5.0,Business Finance
441016,Filing with Companies House UK,https://www.udemy.com/filing-with-companies-house-uk/,True,30,30,5,9,Business Finance,All Levels,1.0,Business Finance
504620,Mortgage Acceleration,https://www.udemy.com/mortgage-acceleration/,True,20,247,2,17,Business Finance,All Levels,1.5,Business Finance
611420,Statistics - Measures of Dispersion for CA / CS / CFA exams,https://www.udemy.com/measures_of_dispersion/,True,20,5108,9,13,Business Finance,All Levels,1.0,Business Finance
793084,Succeed in Stocks Even if you Don't Know Where to Start,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,False,0,2554,20,10,Business Finance,Beginner Level,1.0,Business Finance
439210,Law Matters,https://www.udemy.com/law-matters/,True,20,327,1,12,Business Finance,Beginner Level,0.45,Business Finance
455120,Life Coach Business Basics: Finance and Operations,https://www.udemy.com/how-to-run-a-business-business-finance-operations/,True,195,397,4,54,Business Finance,All Levels,3.5,Business Finance
48841,Accounting in 60 Minutes - A Brief Introduction,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,False,0,56659,4397,16,Business Finance,Beginner Level,1.5,Business Finance
811534,The Visual Learning Basic Accounting Course,https://www.udemy.com/the-visual-learning-basic-accounting-course/,True,20,9,0,6,Business Finance,Beginner Level,1.0,Business Finance
256094,Financial Management - Ratio Analysis,https://www.udemy.com/financial-ratio-analysis/,True,20,2046,9,72,Business Finance,Beginner Level,5.5,Business Finance
159388,3. Compound Interest ,https://www.udemy.com/compound-interest/,True,20,570,2,21,Business Finance,All Levels,2.0,Business Finance
239416,Level 1 2014 CFA® Program – Derivatives,https://www.udemy.com/cfa-derivatives/,True,40,225,2,17,Business Finance,All Levels,2.5,Business Finance
19653,Accounting Skills for Managers,https://www.udemy.com/accounting-skills-for-managers/,True,20,78,3,10,Business Finance,Beginner Level,1.5,Business Finance
262818,Simple Options Trading System,https://www.udemy.com/safe-and-easy-options-trading/,True,35,104,2,16,Business Finance,Intermediate Level,1.5,Business Finance
720994,Gestão Financeira Para Pequenas e Médias Empresas,https://www.udemy.com/gestao-financeira/,True,115,1284,230,45,Business Finance,All Levels,4.5,Business Finance
1174086,Precificação - Calculando valor de venda baseado nos custos,https://www.udemy.com/formacao-de-precos-em-projetos/,True,35,32,3,46,Business Finance,All Levels,3.0,Business Finance
950748,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,https://www.udemy.com/finanzielle-unabhaengigkeit-2-millionaer-werden-mit-investment/,True,20,384,37,18,Business Finance,Intermediate Level,0.71666664,Business Finance
619792,Start Now: A Rescue Plan for Retirement Late Savers,https://www.udemy.com/start-now-a-rescue-plan-for-retirement-late-savers/,True,150,11,1,15,Business Finance,All Levels,0.65,Business Finance
1028656,财务分析与估值建模入门,https://www.udemy.com/zprzqgfl/,False,0,505,43,10,Business Finance,Beginner Level,1.5,Business Finance
1088102,The Psychology of Trading,https://www.udemy.com/the-psychology-of-trading/,True,20,95,3,20,Business Finance,All Levels,1.0,Business Finance
186556,CFA® Level 1 2014 – Alternative Investments,https://www.udemy.com/cfa-level-1-2014-alternative-investments/,True,30,831,1,13,Business Finance,All Levels,2.0,Business Finance
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,True,200,1041,12,28,Business Finance,All Levels,1.5,Business Finance
860890,"Using 'The Greeks To Understand Options""",https://www.udemy.com/options-greeks/,True,50,2134,55,5,Business Finance,All Levels,1.0,Business Finance
1069866,High-Frequency Trading & Dark Pools,https://www.udemy.com/high-frequency-trading-dark-pools/,True,40,19,11,22,Business Finance,Beginner Level,2.0,Business Finance
400976,Bitcoin Trading 101,https://www.udemy.com/bitcoin-trading/,True,95,302,6,19,Business Finance,All Levels,2.0,Business Finance
955748,Trading for Beginners - Entry Level,https://www.udemy.com/trading-for-beginners-tier-1/,False,0,5077,256,16,Business Finance,Beginner Level,1.5,Business Finance
